"DOI","Link","Author Keywords","Index Keywords"
"10.1007/s12205-011-0868-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907762921&doi=10.1007%2fs12205-011-0868-7&partnerID=40&md5=b6828d16c11352623fe272fd8394b083","Microscopic simulation; Photo enforcement; Safety; Travel time savings","Accident prevention; Accidents; Risk perception; Traffic control; Demonstration programs; Enforcement programs; Microscopic simulation; Photo enforcement; Safety countermeasures; Scottsdale , Arizona; Travel time savings; Travel time variabilities; Travel time"
"10.1007/978-1-4302-6482-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933499943&doi=10.1007%2f978-1-4302-6482-8&partnerID=40&md5=cea44869168fc052425a0fa00dc86366","","Computer programming; Computer programming languages; Computer software reusability; Cutting tools; Education; High level languages; HTML; Semantics; Software design; Structured programming; Client sides; Cutting edges; Gain insight; Javascript; Medium size; Prior knowledge; Programming skills; Web development; Web browsers"
"10.3141/2213-05","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052303615&doi=10.3141%2f2213-05&partnerID=40&md5=a9ccc955b53ab982fc07b922c141f284","","Behavioral research; Highway accidents; Highway engineering; Fatal crashes; High-quality research; Highway safety; Human behaviors; Improvement measure; Primary enforcement; Rural safety; Safety countermeasures; Safety improvement; Safety policies; Application programs"
"10.1115/JRC2010-36260","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049311856&doi=10.1115%2fJRC2010-36260&partnerID=40&md5=62a8f444ee1d532e9988b3b39c0e80e7","","Brakes; Braking; Design; Laws and legislation; Locomotives; Platinum compounds; Railroad cars; Railroad transportation; Railroads; Scheduling; Signaling equipment; Deceleration rate; Design Methodology; Line capacity; Normal condition; Operating speed; Operational impacts; Safety system; Service brakes; Speed limit; Speed reduction; System design; System reliability; Train control; Train operator; Transit systems; Trip time; Speed"
"10.1061/41186(421)204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053327916&doi=10.1061%2f41186%28421%29204&partnerID=40&md5=7a50a2d29ade8b20b825933a5e32b310","China; Highways and roads; Traffic speed","Statistical tests; Transportation; China; Control groups; Highways and roads; Primary objective; Research objectives; Spatial extent; Speed reduction; Statistical testing; Traffic speed; Vehicle speed; Speed"
"10.1016/j.trc.2014.07.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027949938&doi=10.1016%2fj.trc.2014.07.012&partnerID=40&md5=30bb16bd0b4c463615f644c5f7f8d03a","Driver behavior; Empirical Bayes; Evaluation of red light cameras; Highway safety manual; Safety effectiveness","Aggregates; Cameras; Highway engineering; Traffic signals; Driver behavior; Empirical Bayes; Florida Department of Transportation; Highway safety; Red light running violation; Red-light cameras; Safety evaluations; Signalized intersection; accident; road transport; spatial analysis; spillover effect; traffic management; transportation infrastructure; transportation safety; Intersections"
"10.1007/978-3-642-14515-5_54","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958016932&doi=10.1007%2f978-3-642-14515-5_54&partnerID=40&md5=ce3b0c897aae326070d237437795e08e","dip-and-drive; pivot leg; tall-and-fall","Biomechanics; Biomedical engineering; Biophysics; Kinematics; Physiological models; Research; Technical presentations; Time measurement; Body weight; Correlation analysis; dip-and-drive; EXCEL software; Force plate; Ground reaction forces; Ground reactions; Injury prevention; Kinetic variables; Kinetics characteristics; Knee flexion angle; Motion analysis system; pivot leg; Real-time software; tall-and-fall; Trajectory data; Accident prevention"
"10.1007/s12544-014-0131-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906787738&doi=10.1007%2fs12544-014-0131-7&partnerID=40&md5=ad51120e1590a0f1affee76392057ad2","Alcohol; Countermeasures; Driver behavior; Fatality; Seat belt; Speeding; Young drivers","Accident prevention; Alcohols; Automobile seat belts; Radar countermeasures; Driver behavior; Fatality; Seat belt; Speeding; Young driver; Motor transportation"
"10.1080/19439962.2010.551450","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952724570&doi=10.1080%2f19439962.2010.551450&partnerID=40&md5=c04f755f3f03f22acaeb1e3d9d78eda1","Deterrence; Network centric; Public policy; Speed enforcement",""
"10.1109/TITS.2013.2270107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890432822&doi=10.1109%2fTITS.2013.2270107&partnerID=40&md5=8908d90531ff098f83a766cacf87e425","Edit distance (ED); License plate recognition (LPR); Text mining; Vehicle tracking","Data mining; License plates (automobile); Tracking (position); Bayesian probabilities; Conditional probabilities; Edit distance; License plate matching; License plate recognition; Matching techniques; Self-learning algorithms; Text mining; Learning algorithms"
"10.3141/2260-10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856645620&doi=10.3141%2f2260-10&partnerID=40&md5=8c6955906d265b7dfc8a0416ad4318fc","","Flow patterns; Highway accidents; Highway administration; Highway planning; Highway traffic control; Motor transportation; Roads and streets; Safety factor; Traffic congestion; Travel time; % reductions; Contributory factors; Empirical analysis; Freeway bottlenecks; Point measurement; Road crash; Road safety; Speed management; Traffic flow; Traffic flow patterns; Speed"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857384182&partnerID=40&md5=dd9584ea8351c6590cead16e4a9786dd","",""
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874525820&partnerID=40&md5=9c54d74e7eab1d766dc8e38d737d80de","","Highway engineering; Planning; Compact unit; Latest technology; Low costs; Low Power; Multi-points; Runtimes; Street furniture; Traffic signal controllers; automation; conference proceeding; information and communication technology; innovation; intelligent transportation system; tracking; traffic management; transport vehicle; transportation infrastructure; transportation technology; Traffic control"
"10.1055/s-0029-1245578","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957126018&doi=10.1055%2fs-0029-1245578&partnerID=40&md5=0eafe768e5e072b3f06a206d86692366","alpine skiing; gender; helmet; risk taking behaviour; speed","Acceleration; Adolescent; Adult; Age Factors; Aged; Athletic Injuries; Athletic Performance; Austria; Child; Craniocerebral Trauma; Female; Head Protective Devices; Humans; Male; Middle Aged; Risk-Taking; Sex Factors; Skiing; Weather; Young Adult; acceleration; adolescent; adult; age; aged; article; athletic performance; Austria; child; female; head injury; helmet; high risk behavior; human; injury; male; middle aged; pathophysiology; sex difference; skiing; sport injury; weather"
"10.1061/41127(382)37","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78149259821&doi=10.1061%2f41127%28382%2937&partnerID=40&md5=eaaa7ff2548553243ea96a63abc00e7a","Highways and roads; Traffic safety; Traffic speed","Accident prevention; Automation; Cameras; Highway administration; Highway planning; Roads and streets; Speed; Transportation; Analysis method; Design practitioners; Highways and roads; Limit speed; Policy makers; Road systems; Speed cameras; Speed limit; Speed management; Traffic safety; Traffic speed; Transportation efficiency; Traffic signs"
"10.1049/cp.2012.1531","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877816164&doi=10.1049%2fcp.2012.1531&partnerID=40&md5=255b53eb70ed935faa337a59cae25a13","80mph; Average speed enforcement; Driver behaviour","Publishing; 80mph; Average speed; Driver behaviour; Environmental considerations; Motorway networks; Risk mitigation; Road users; Speed limit; Speed"
"10.3141/2272-05","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892539428&doi=10.3141%2f2272-05&partnerID=40&md5=98686bb2f71dafed88eb770dc5d2b046","","Curves (road); Highway engineering; Law enforcement; Traffic control; Flow capacity; Flow curves; Flow relationship; Free flow speed; Highway work zones; Lane reductions; Manual on uniform traffic control devices; Police patrols; Speed flow; Work zones; Speed"
"10.1371/journal.pone.0132002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938717512&doi=10.1371%2fjournal.pone.0132002&partnerID=40&md5=65a97ed978d4f3d29cb9ab423fc39d1f","","Adult; Age Factors; Athletic Injuries; Athletic Performance; Female; Humans; Male; Middle Aged; Odds Ratio; Perception; Risk-Taking; Sex Factors; Skiing; adult; Article; cohort analysis; controlled study; female; groups by age; helmet; high risk behavior; human; male; measurement; perception; radar speed gun; sex difference; skiing; skill; velocity; age; Athletic Injuries; athletic performance; middle aged; odds ratio; perception"
"10.1109/ITSC.2013.6728520","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894319305&doi=10.1109%2fITSC.2013.6728520&partnerID=40&md5=48513d9e53f680d33d6d9cc70b0f5539","",""
"10.1177/1098611111413992","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051755296&doi=10.1177%2f1098611111413992&partnerID=40&md5=21067b88e65dc725fd77a5601a743676","decision acceptance; interrupted time-series analysis; police legitimacy; police-citizen relationships; speed enforcement policy",""
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649494840&partnerID=40&md5=58b4892c72aa8dd4497d392e4942baad","","Red-light cameras; Speed cameras; Traffic enforcement; Cameras"
"10.1016/j.sbspro.2011.04.464","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960052599&doi=10.1016%2fj.sbspro.2011.04.464&partnerID=40&md5=d261aeeb42b4dfc8f25ebc0db3718af8","Intelligent transportation systems; Police enforcement; Speed flow curve; Speed photo enforcement; Work zone capacity",""
"10.1080/15389588.2013.778989","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889251957&doi=10.1080%2f15389588.2013.778989&partnerID=40&md5=d89f2d3e1e1c88f0960ce854387919ab","environmental conditions; injury severity; risk factors; traffic safety; truck crashes; truck traffic operations",""
"10.1071/HE13075","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898991552&doi=10.1071%2fHE13075&partnerID=40&md5=5c6af29efecfadb6bc1a18f4d57b3ee4","","Accidents, Traffic; Australia; Health Promotion; Humans; Safety; Wounds and Injuries; article; Australia; health promotion; human; injury; legal aspect; methodology; safety; standard; traffic accident"
"10.1016/j.erap.2013.07.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901687321&doi=10.1016%2fj.erap.2013.07.009&partnerID=40&md5=c9b721bbf2b231b25568d35f8f04af9d","Automatic speed enforcement; Extended TPB; Road safety; Speeding; Young drivers",""
"10.3141/2182-05","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79551619571&doi=10.3141%2f2182-05&partnerID=40&md5=5448191311c33d574f66118c54cb96b8","","Ergonomics; High speed cameras; % reductions; Auto-regressive; Enforcement programs; Intervention analysis; Intervention models; Long-term safety; Moving averages; North Carolina; Post interventions; Speed cameras; Speed"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952229616&partnerID=40&md5=05b2f1c42288deb4fe919acdce657101","","England; United Kingdom; England; Mobile camera; New technologies; Product variants; cost-benefit analysis; economic development; environmental legislation; market development; radar; technological development; traffic congestion; traffic management; Radar"
"10.1016/j.aap.2013.09.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887080147&doi=10.1016%2fj.aap.2013.09.023&partnerID=40&md5=8870703e179486daa141fca73d2266f2","Intersection camera; Photo enforcement; Red-light running; Speeding; Time series analysis","Accidents, Traffic; Automobile Driving; Humans; Law Enforcement; Logistic Models; Manitoba; Photography; Cameras; Law enforcement; Regression analysis; Time series analysis; Traffic control; Intersection camera; Photo enforcement; Red-light running; Speeding; Time series analysis; Logistic regression analysis; Photo enforcement; Property damage only; Protective effects; Red light running violation; Red-light running; Speeding; Speeding behaviors; Photo enforcement; Red-light running; Safety programs; article; Canada; car driving; human; Intersection camera; law enforcement; legal aspect; methodology; Photo enforcement; photography; Red-light running; Speeding; statistical model; statistics; time series analysis; traffic accident; Experiments"
"10.1115/JRC2012-74041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892636800&doi=10.1115%2fJRC2012-74041&partnerID=40&md5=4846ea82ad77bea36c5265953223497d","","Digital radio; Electric network topology; Management; Managers; Network management; Railroad transportation; Communications systems; Digital packets; Geographic areas; Ground-based network; Network topology; Overlay systems; Rail operations; Time division multiple accesses (TDMA); Time division multiple access"
"10.1016/j.jsr.2010.10.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649801120&doi=10.1016%2fj.jsr.2010.10.005&partnerID=40&md5=f45d72bf17212d5f63b177f961d82c91","Driver death rates; Motorcycles; Risky driving behavior; Vehicle power","Accidents, Traffic; Adult; Databases, Factual; Female; Humans; Male; Middle Aged; Motorcycles; Poisson Distribution; United States; Accident prevention; Bicycles; Design; Poisson distribution; Population statistics; Risk perception; Design characteristics; Driver death rates; Driver factors; Engine displacement; Fatal crashes; Helmet laws; Performance capability; Poisson regression; Registered vehicles; Risky driving; adult; article; classification; factual database; female; human; male; middle aged; mortality; motorcycle; Poisson distribution; traffic accident; United States; Motorcycles"
"10.1016/S2095-7564(15)30278-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997208306&doi=10.1016%2fS2095-7564%2815%2930278-6&partnerID=40&md5=50855c5a02fb3682c33b8a3fde7d65e8","empirical bayesian method; red light running; safety impact; signalized intersection",""
"10.1155/2012/492326","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864934586&doi=10.1155%2f2012%2f492326&partnerID=40&md5=106485b2b44385cdb5a0a21f55d81768","","Antennas; Radar; Radar antennas; Roads and streets; Speed; Speed regulators; Beam widths; Critical parameter; Field measurement; Field test; Installation angle; Piezosensors; Speed measurement; Traffic speed; Beam forming networks"
"10.1061/9780784479292.273","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953304902&doi=10.1061%2f9780784479292.273&partnerID=40&md5=b6a624a093900bc071a419db28133065","","Crashworthiness; Law enforcement; Multimodal transportation; Normal distribution; Testing; Traffic signals; Vehicles; Critical determinant; Field observations; High speed signalized intersections; Influential factors; Signalized intersection; Statistical hypothesis testing; Vehicle types; Yellow light; Speed"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954149350&partnerID=40&md5=78e181517e9ff292237e6f5b4a5b74e4","","Automobile drivers; Highway accidents; Photography; Radar; Roads and streets; Vehicles; Average speed; Heavy vehicle; Illinois; Measured speed; Speed feedback; Speed limit; Speed limit compliance; Speed reduction; Work zones; Speed"
"10.1038/nphys2187","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856613448&doi=10.1038%2fnphys2187&partnerID=40&md5=d6efeddfd0e5c519a51e91baa1adb520","",""
"10.1117/12.2008843","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878709617&doi=10.1117%2f12.2008843&partnerID=40&md5=aa72b7f40aed3cd07de69fc7b0e55811","Camera diagnostics; Exposure; Intelligent transportation; License-plate readability; No-reference image quality; Obstructions; Photo enforcement; Video quality","Algorithms; Alignment; Behavioral research; Cameras; Errors; Image quality; Law enforcement; Exposure; Intelligent transportation; License-plate readability; No-reference images; Obstructions; Photo enforcement; Video quality; Security systems"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897001292&partnerID=40&md5=3e0d0343892a3c3d542b5c42fe9f87ff","Eco-driving; Exhaust emission reduction; Intelligent transportation systems; Section speed control; Speed management","Accident prevention; Emission control; Fuel economy; Highway traffic control; Intelligent systems; Motor transportation; Pollution; Speed control; Traffic congestion; Cost-effective measures; Eco-driving; Exhaust emission reduction; Intelligent transportation systems; Speed control scheme; Speed limit reduction; Speed management; Traffic conditions; Speed"
"10.1016/j.tranpol.2013.09.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886299193&doi=10.1016%2fj.tranpol.2013.09.015&partnerID=40&md5=77f2ed82f447b2f187f09f85178a13d1","Absolute institutions; Neo-classical economic theory; Social constraints","cost-benefit analysis; economic theory; road transport; transportation safety"
"10.1016/j.tra.2014.08.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907608724&doi=10.1016%2fj.tra.2014.08.023&partnerID=40&md5=b883f44dce29a97afb32cbe11a102797","Bayesian inference; Correlated count data; Intersection crashes; Poisson regression; Red-light cameras; Red-light running collisions","California; Los Angeles [California]; United States; Bayesian networks; Inference engines; Bayesian inference; Count datum; Intersection crashes; Poisson regression; Red-light cameras; Red-light running; Bayesian analysis; collision; imaging method; numerical model; panel data; regression analysis; Cameras"
"10.1109/RAST.2011.5966806","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052104103&doi=10.1109%2fRAST.2011.5966806&partnerID=40&md5=b7dfbcac1ce610f0a3b91eb369c64c95","aerostat; balloon; satellite; stratopause; stratosphere","Airships; Climatology; Geostationary satellites; Launching; Rockets; Sea level; aerostat; Atmospheric research; Border security; Environmental Monitoring; Fixed points; Geosynchronous satellites; High altitude; High altitude airships; High costs; Low costs; New high; Rocket launching; SAR imagery; Satellite launching; stratopause; Superpressure; Tethered balloon; Two stage; Ultra-high; Wide area; Balloons"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929448139&partnerID=40&md5=15be82888326ff396af6449b44ec02bd","Driving speed; Road accident; Speed camera; Speed enforcement system","Accident prevention; Control system analysis; Highway accidents; Roads and streets; Safety engineering; Transportation; Driving speed; Lithuania; Road traffic safety; Speed cameras; Traffic speed; Vehicle speed; Speed"
"10.3311/PPtr.7520","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931838630&doi=10.3311%2fPPtr.7520&partnerID=40&md5=76ce4ca54e7b91b2a9f1728c9c2cb473","Casecontrol study; Conditional logistic regression; In-depth accident investigation; Road accident; Speed","Highway accidents; Kinematics; Roads and streets; Speed; Transportation; Accident investigation; Case-control study; Conditional logistic regressions; Free flow; Injury accidents; Matched controls; Accidents"
"10.4399/97888548388646","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952977853&doi=10.4399%2f97888548388646&partnerID=40&md5=c44b7e13bd3bd83e3f03d2979026fd21","Automated speed enforcement; Drivers' lane changing and braking behavior; Headway distribution; Very short headway; Work zone","Automation; Automobiles; Friction materials; Law enforcement; Speed control; Trucks; Vehicles; Automated speed enforcement; Headway distribution; Lane changing; Very short headway; Work zone; Work zones; Behavioral research; Law enforcement"
"10.1117/12.2014750","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875951106&doi=10.1117%2f12.2014750&partnerID=40&md5=6c8fe2f7b7d55f3d4e11edb762884a69","actual traffic; pattern approval; standard equipment; traffic speed; Vehicle speed-measuring devices","Doppler radar; Experiments; Measurement errors; Measurements; Optical radar; Precision engineering; Speed; Speed regulators; Vehicles; Field testing; Inductive loops; pattern approval; Reflection characteristics; Speed measurement; Standard equipments; Target vehicles; Traffic speed; Equipment"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857572506&partnerID=40&md5=186af9c80c2348ce57e9ab43b1038f08","Automated control; Road safety; Speed; Speed enforcement; Speed tickets",""
"10.1155/2013/285030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994904743&doi=10.1155%2f2013%2f285030&partnerID=40&md5=14eae58d99bb5cfd57ab9fa6228546ec","",""
"10.1136/injuryprev-2011-040147","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859107229&doi=10.1136%2finjuryprev-2011-040147&partnerID=40&md5=2b0f202f15b5bc9f83802cd23f1e70c6","","Accident Prevention; Accidents, Traffic; Adult; Female; Humans; Male; Middle Aged; Photography; Prevalence; Qatar; Safety; Wounds and Injuries; accident prevention; adult; article; female; human; injury; male; methodology; middle aged; photography; prevalence; Qatar; safety; traffic accident"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866027980&partnerID=40&md5=60dbcc5d50a8617750447a72ec37c404","Carbon steel; Clad bead geometry; Cladding; Corrosion; GA; GMAW; Mathematical model; Multiple regression",""
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953271350&partnerID=40&md5=b13a0a19fe4b5614f7c7e59ab333357b","","Protective coatings; Automated enforcement; Field trial; Los Angeles; Cameras"
"10.1016/j.aap.2015.08.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939814827&doi=10.1016%2fj.aap.2015.08.006&partnerID=40&md5=7bfd2587ecef55464b962ae787cf383b","Evaluation; Re-offence; Recidivism; Repeat offenders; Road safety; Speeding","Accidents, Traffic; Adult; Automobile Driving; Cohort Studies; Criminals; Dangerous Behavior; Female; Humans; Law Enforcement; Male; Middle Aged; Queensland; Safety; Young Adult; Accident prevention; Automobile drivers; Behavioral research; Motor transportation; Roads and streets; Transportation; Evaluation; Recidivism; Repeat offenders; Road safety; Speeding; adult; car driving; cohort analysis; economics; female; human; law enforcement; legislation and jurisprudence; male; middle aged; offender; procedures; psychology; Queensland; safety; statistics and numerical data; traffic accident; violence; young adult; Crime"
"10.1109/ITSC.2012.6338710","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871212566&doi=10.1109%2fITSC.2012.6338710&partnerID=40&md5=ea6a94e17a55152c54378f835378d7ce","","Cameras; Intelligent systems; Camera devices; Camera systems; Fielded systems; Fixed cameras; Ice forming; Image edge; Innovative algorithms; Intelligent transportation systems; Natural elements; Near-field; Reference image; Clustering algorithms"
"10.1249/MSS.0b013e3182376a13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858703680&doi=10.1249%2fMSS.0b013e3182376a13&partnerID=40&md5=c554d2829a4446d77e9d8c681bd7cc28","knowledge of results; Motor learning; skill acquisition; sport","Adolescent; Athletic Performance; Feedback; Female; Humans; Male; Motor Skills; Tennis; adolescent; article; athletic performance; feedback system; female; human; male; motor performance; physiology; psychological aspect; tennis"
"10.1016/j.aap.2012.04.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870296286&doi=10.1016%2fj.aap.2012.04.017&partnerID=40&md5=7ded9b2f58595179443f65ea81b6041f","China; Legislation; Road safety; Speed cameras; Speeding","Acceleration; Accidents, Traffic; Automobile Driving; Automobiles; China; Humans; Law Enforcement; Safety Management; Cameras; Laws and legislation; Motor transportation; Photography; Roads and streets; Automated enforcement; Bus lanes; China; Guangdong Province; National legislation; National level; Road safety; Speed cameras; Speed detection; Speeding; Traffic activities; Traffic enforcement; Traffic light; Traffic monitoring; Urban road; acceleration; article; car; car driving; China; human; law enforcement; legal aspect; mortality; safety; statistics; traffic accident; Speed"
"10.1007/s12544-013-0097-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883809877&doi=10.1007%2fs12544-013-0097-x&partnerID=40&md5=4b7b90efd2e96bb644037dcfc6132678","Attitude; Driver; Opinions; Road safety; Speed limits; Speeding","Roads and streets; Speed; Attitude; Driver; Opinions; Road safety; Speed limit; Speeding; Behavioral research"
"10.1016/j.wem.2012.11.021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878482866&doi=10.1016%2fj.wem.2012.11.021&partnerID=40&md5=be7ad41aca0ed3e8d38324a92d250ce1","alpine skiing; risk taking; ski helmet; ski injury; speed estimation; speed measurement","Age Factors; Athletic Performance; Female; Head Protective Devices; Humans; Male; Risk-Taking; Sex Factors; Skiing; Task Performance and Analysis; age; article; athletic performance; female; helmet; high risk behavior; human; injury; male; psychological aspect; sex difference; skiing; statistics; task performance"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873869895&partnerID=40&md5=8753fea90fb6c07411f7f49709508f1d","","Automobile simulators; Mobile phones; Regression analysis; Speed; Surveys; Telecommunication equipment; Transportation; Vehicles; Cell phone; Driving simulator; Field surveys; Headspaces; Linear regression models; Older drivers; Real traffic conditions; Reduced space; Taxi drivers; Time headway; Traffic characteristics; Traffic data; Traffic speed; Vehicle platoons; Vehicle speed; Vehicle traffic; Young driver; mobile communication; questionnaire survey; regression analysis; transportation development; transportation safety; transportation system; Cellular telephones"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930184633&partnerID=40&md5=cffd4312b9b4bfad61665b1811b06ff3","Cellular Communication; Dedicated Short-Range Communication; Driver Feedback; Machine-to-Machine; Speed Alert; Speed Enforcement; Wireless Communication","Cellular radio systems; Image processing; Intelligent systems; Traffic control; Wireless telecommunication systems; Computing platform; Driver behavior; Machine to machines; Machine-to-machine communications; Real-time information; Safety impact; Sensing devices; Wireless communications; Dedicated short range communications"
"10.1115/JRC2014-3866","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902813895&doi=10.1115%2fJRC2014-3866&partnerID=40&md5=fee59b9f03be6dec13fd0952a1129bd4","","Equipment testing; Broken rail; Federal Railroad Administration; Pueblo , Colorado; Railroad industry; Support testing; Train control; Train control systems; Transportation technology; Interoperability"
"10.3141/2281-02","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867750274&doi=10.3141%2f2281-02&partnerID=40&md5=7ff03705b72ae4e61f3552d21d265cec","","Location; Trajectories; Data collection; Down-stream; Dynamic speed; Feedback signs; Free flowing; Police enforcement; Speed feedback; Speed limit; Speed reduction; Trajectories datum; Speed"
"10.3141/2265-12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863274883&doi=10.3141%2f2265-12&partnerID=40&md5=1551d44aa9c13ee5454015745ff89b98","","High speed cameras; Rural areas; Areas of influences; Driver response; Primary objective; Reduction effects; Rural highways; Spatial extent; Speed cameras; Speed reduction; Speed violation; Vehicle speed; Speed"
"10.1109/TVT.2012.2186323","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858969555&doi=10.1109%2fTVT.2012.2186323&partnerID=40&md5=ac94971dc478abccbbe654e61c840518","Automotive radar; road traffic control; road vehicle location monitoring; road vehicle radar; traffic control (transportation)","Cameras; Doppler radar; Highway traffic control; Interferometry; License plates (automobile); Radar systems; Roads and streets; Speed; Tracking radar; Velocity measurement; Automotive radar; Road traffic control; Road vehicle location monitoring; Road vehicle radar; traffic control (transportation); Vehicles"
"10.3141/2281-03","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867792769&doi=10.3141%2f2281-03&partnerID=40&md5=5d15b01f042bcade014f7cf063e7b9b9","","Automation; Automobile drivers; Cameras; Speed; Traffic congestion; % reductions; Camera locations; Contributing factor; Fatal crashes; Operating speed; Safety evaluations; Severe crashes; Speed cameras; Speed limit; System effectiveness; Chemical activation"
"10.1016/j.aap.2015.03.037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928248305&doi=10.1016%2fj.aap.2015.03.037&partnerID=40&md5=01d224c6f0b54303008a6b0dba740941","Automated speed enforcement; Bayesian analysis; Empirical; Enforcement avoidance behavior; Safety","Accidents, Traffic; Automobile Driving; Avoidance Learning; Bayes Theorem; Humans; Law Enforcement; Photography; Republic of Korea; Safety; Accident prevention; Automation; Location; Navigation systems; Safety engineering; Automated speed enforcement; Avoidance behavior; Bayesian Analysis; Comparative analysis; Empirical; Korean expressways; On board navigation systems; Safety countermeasures; avoidance behavior; Bayes theorem; car driving; devices; human; law enforcement; legislation and jurisprudence; photography; psychology; safety; South Korea; statistics and numerical data; traffic accident; Speed"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929190602&partnerID=40&md5=f0170ed429993062c7cb7030baf5a7fc","Automated photo-enforcement; Crash modification factors; Empirical bayes; Red light running cameras; Safety effectiveness; Spatial analysis","Cameras; Crashworthiness; Intelligent systems; Traffic control; Automated photo-enforcement; Empirical Bayes; Modification factors; Red-light running; Spatial analysis; Intersections"
"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870319239&partnerID=40&md5=cce3a7a05e08c94398fc7d187b80a520","Dynamic response; Expressway bridge; Traffic loading; Trimodal distribution","Dynamic response; Traffic surveys; Vehicles; Vibration analysis; Video recording; Data support; Expressway bridge; Space time distribution; Statistic analysis; Traffic loading; Traffic loads; Trimodal distribution; Vehicle types; Vehiclebridge coupling vibration; Video recorders; Vital parameters; Highway bridges"
"10.3141/2516-07","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976262155&doi=10.3141%2f2516-07&partnerID=40&md5=71886be81888cdd3832371dbb60effe1","","Roads and streets; % reductions; Calibration factors; Empirical Bayes; Empirical Bayes method; Information traffic; Mobile speed; Reference group; Regression to the means; Safety performance function; Urban arterial road; Site selection"
